word,tfidf
image,0.4647216440367426
feature,0.37853771660201124
gabor,0.2420546642253194
gru,0.18317650265699847
use,0.17790125435781554
network,0.17590097891054918
figure,0.13066929861926513
industrial,0.12556768093636847
base,0.12483690653896115
datum,0.12344168669725974
method,0.12080990955383338
control,0.12080990955383338
pca,0.1194500110152506
regression,0.11559207185550376
prediction,0.11056632960091663
algorithm,0.10314488076915981
ﬁlter,0.09813026928053491
model,0.09802722178900039
process,0.08859393367281114
extraction,0.08543761832798104
camera,0.08504623337646358
study,0.08041187607339392
information,0.07987403256881515
gate,0.07850421542442793
variable,0.07623752056850944
obtain,0.07623752056850944
extract,0.0753861338188068
neural,0.0753861338188068
system,0.07248594573230002
article,0.07036039156421968
matrix,0.07036039156421968
analysis,0.06845894874717225
point,0.06845894874717225
kernel,0.0654201795203566
china,0.0654201795203566
state,0.06443195176204447
parameter,0.06443195176204447
result,0.06443195176204447
gas,0.0625690533889408
paper,0.0625690533889408
correlation,0.0625690533889408
show,0.06040495477691669
content,0.06040495477691669
sample,0.060308907055045435
characteristic,0.060308907055045435
color,0.05688095762630982
experimental,0.05688095762630982
training,0.05637795779178891
frame,0.05528316480045831
gaussian,0.05528316480045831
respectively,0.05381472040130078
set,0.05235096080666113
acquisition,0.051192861863678836
direction,0.051192861863678836
describe,0.0502574225458712
propose,0.0502574225458712
certain,0.04933016036785904
large,0.04832396382153335
scale,0.04832396382153335
processing,0.04832396382153335
occurrence,0.04550476610104785
energy,0.04550476610104785
detection,0.045231680291284077
capture,0.04484560033441731
directly,0.04036104030097558
average,0.04036104030097558
measurement,0.04036104030097558
function,0.040269969851277794
apply,0.040269969851277794
weight,0.040269969851277794
layer,0.04020593803669696
time,0.03993701628440757
ieee,0.03981667033841686
epoch,0.03925210771221396
cheng,0.03925210771221396
channel,0.03925210771221396
reduce,0.03624297286615001
two,0.03624297286615001
original,0.03624297286615001
test,0.03624297286615001
contain,0.03624297286615001
computer,0.03518019578210984
author,0.03518019578210984
correspond,0.03518019578210984
pixel,0.034128574575785886
zhang,0.034128574575785886
transaction,0.034128574575785886
characterize,0.0327100897601783
reaction,0.0327100897601783
lstm,0.0327100897601783
rgb,0.0327100897601783
laboratory,0.0327100897601783
air,0.0327100897601783
ﬁeld,0.0327100897601783
north,0.0327100897601783
total,0.032215975881022235
three,0.032215975881022235
perform,0.032215975881022235
number,0.032215975881022235
value,0.032215975881022235
temperature,0.03139192023409212
engineering,0.03139192023409212
output,0.03139192023409212
power,0.03139192023409212
operation,0.03139192023409212
technique,0.03139192023409212
six,0.030154453527522718
eight,0.030154453527522718
highlight,0.030154453527522718
predict,0.030154453527522718
status,0.030154453527522718
near,0.02844047881315491
electric,0.02844047881315491
combine,0.02844047881315491
also,0.028188978895894456
therefore,0.028188978895894456
important,0.028188978895894456
amount,0.02690736020065039
monitoring,0.02690736020065039
frequency,0.02690736020065039
select,0.02690736020065039
associate,0.02690736020065039
retain,0.02616807180814264
beijing,0.02616807180814264
operating,0.02616807180814264
quantitative,0.02616807180814264
delay,0.02616807180814264
grayscale,0.02616807180814264
geometric,0.02616807180814264
outlet,0.02616807180814264
component,0.0251287112729356
deep,0.0251287112729356
university,0.0251287112729356
read,0.0251287112729356
statistic,0.0251287112729356
variance,0.0251287112729356
mean,0.024161981910766676
possible,0.024161981910766676
measure,0.024161981910766676
comparison,0.024161981910766676
statistical,0.022752383050523926
instal,0.022752383050523926
gray,0.022752383050523926
reset,0.022752383050523926
sun,0.022752383050523926
analyze,0.022752383050523926
convolution,0.022752383050523926
operate,0.022752383050523926
complex,0.022752383050523926
mainly,0.022752383050523926
construct,0.022752383050523926
pattern,0.022422800167208656
term,0.022422800167208656
well,0.02178382706422231
high,0.02178382706422231
data,0.02178382706422231
change,0.020134984925638897
update,0.020134984925638897
condition,0.020134984925638897
make,0.020134984925638897
without,0.020134984925638897
level,0.020134984925638897
however,0.020134984925638897
principal,0.02010296901834848
video,0.02010296901834848
collect,0.02010296901834848
quantity,0.02010296901834848
distribution,0.02010296901834848
research,0.02010296901834848
train,0.02010296901834848
experiment,0.02010296901834848
target,0.02010296901834848
xin,0.01962605385610698
emission,0.01962605385610698
yan,0.01962605385610698
orientation,0.01962605385610698
angle,0.01962605385610698
thermal,0.01962605385610698
axis,0.01962605385610698
cascade,0.01962605385610698
reach,0.01962605385610698
contribution,0.01962605385610698
percentage,0.01962605385610698
ﬂow,0.01962605385610698
follow,0.01815318922018526
filter,0.017938240133766926
thus,0.017938240133766926
generate,0.017938240133766926
stage,0.017938240133766926
local,0.017938240133766926
rate,0.017938240133766926
load,0.017938240133766926
eigenvector,0.017064287287892943
chen,0.017064287287892943
composition,0.017064287287892943
impact,0.017064287287892943
plant,0.017064287287892943
surface,0.017064287287892943
generation,0.017064287287892943
assessment,0.017064287287892943
prove,0.017064287287892943
front,0.017064287287892943
extent,0.017064287287892943
contrast,0.017064287287892943
recurrent,0.017064287287892943
liu,0.017064287287892943
reduction,0.017064287287892943
subsequent,0.017064287287892943
